0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
7.977701e-05,6.6796956e-06,4.869923e-07,1.8128747e-05,2.157969e-06,2.081852e-06,7.3308377e-07,1.2679652e-05,4.175762e-06,4.5037464e-06,2.4415842e-06,2.1289392e-05,0.00018666396,0.00047283282,0.0017780851,0.0047964985,0.014368775,0.032909866,0.048860572,0.06701852,0.07944646,0.09188637,0.098878756,0.106922686,0.11614512,0.12551087,0.1325536,0.14437485,0.15400404,0.16172922,0.17397632,0.1809721,0.18762092,0.18652856,0.18697262,0.18760104,0.18681231,0.1951177,0.2101212,0.23170288,0.25753343
9.915859e-05,9.463254e-06,7.5414596e-07,2.7636766e-05,3.6682197e-06,3.2850942e-06,1.216196e-06,1.7632969e-05,7.3246842e-06,7.7818995e-06,4.9585055e-06,3.563796e-05,0.0002491432,0.0005683711,0.0018886216,0.004705084,0.013041924,0.027365727,0.041476373,0.055766806,0.0684323,0.07919238,0.08965708,0.09798994,0.107437365,0.11704125,0.12411675,0.13668533,0.14729299,0.1565572,0.16907701,0.17615679,0.18244943,0.1815464,0.18279508,0.18471625,0.18623233,0.19627218,0.21262342,0.23412532,0.2590483
0.000117982854,1.27057265e-05,1.105755e-06,4.007653e-05,6.365211e-06,5.58372e-06,2.2949864e-06,2.7322716e-05,1.32508485e-05,1.3429923e-05,9.924762e-06,5.783347e-05,0.00031707075,0.0006456871,0.0019266531,0.004339898,0.010899588,0.020372288,0.031555448,0.04292647,0.05486486,0.06538455,0.077092215,0.08678864,0.09690082,0.10555509,0.11511753,0.12726924,0.13985626,0.15171406,0.16451101,0.17143251,0.17731386,0.1764002,0.1785254,0.18176572,0.18557581,0.19732569,0.21494375,0.2363556,0.26039773
0.00013749275,1.667602e-05,1.551857e-06,5.4329088e-05,1.1593226e-05,1.0491974e-05,5.0898784e-06,4.657991e-05,2.530295e-05,2.4477236e-05,2.2944676e-05,0.00010737372,0.00047390696,0.0008553841,0.0020956276,0.0041137934,0.008832077,0.01490593,0.022855487,0.031927362,0.04307351,0.054405928,0.06597572,0.07713689,0.08596664,0.095174536,0.105097726,0.118498266,0.13282818,0.14706458,0.16019863,0.16687825,0.17242007,0.1714959,0.17447239,0.17901815,0.18500927,0.198488,0.21746568,0.23883997,0.26196653
0.00015996881,2.2005936e-05,2.161957e-06,7.412146e-05,2.1289798e-05,2.0011463e-05,1.1281059e-05,7.997963e-05,4.977654e-05,4.6729758e-05,5.6755194e-05,0.00020689558,0.000734428,0.0011575905,0.00230954,0.0039419546,0.0070998226,0.0106638195,0.015778162,0.022750827,0.032652967,0.04366438,0.05480081,0.06642258,0.07594666,0.08570814,0.09579704,0.10962982,0.12523726,0.14136977,0.15529558,0.1624854,0.16758806,0.16670613,0.1702724,0.1759957,0.18426044,0.19962274,0.21981923,0.24143504,0.26331627
0.0001865693,2.9229583e-05,3.028346e-06,0.00010159951,3.994398e-05,3.8114737e-05,2.5182926e-05,0.00013648823,9.880351e-05,9.152358e-05,0.00013868253,0.00038929016,0.0010883984,0.0015375533,0.0025305683,0.0035088744,0.0051542534,0.0067250365,0.009991119,0.0154894125,0.023713011,0.03335151,0.044494566,0.056684747,0.06712399,0.077192254,0.087296404,0.10083386,0.11742136,0.13506468,0.15019478,0.15817657,0.16288602,0.16201867,0.16622883,0.17306666,0.18345077,0.20045745,0.22192208,0.24377908,0.26460615
0.00021698883,3.875187e-05,4.2894885e-06,0.00014168223,7.919247e-05,7.690166e-05,6.6687964e-05,0.00028792542,0.0002424921,0.00022034252,0.00036108622,0.0007715828,0.0016035449,0.001995554,0.002752204,0.003014147,0.0035886387,0.0040144552,0.006119065,0.010463891,0.016868874,0.025085269,0.035533126,0.048042778,0.059051935,0.069391355,0.079503916,0.09291512,0.110064566,0.12883346,0.1450762,0.15381081,0.1581683,0.15738279,0.16208048,0.17004064,0.18267599,0.20175289,0.22444652,0.2464683,0.26570773
0.0002569648,5.2550295e-05,6.2865684e-06,0.00020341146,0.00016704366,0.00016709146,0.0002044845,0.0007193321,0.0006883571,0.0006094896,0.0009708988,0.0015788256,0.0023520992,0.002503668,0.0028430556,0.0024711334,0.0024022039,0.0023974914,0.0037349039,0.0070709693,0.012006683,0.01888595,0.028310223,0.039853282,0.051130142,0.060927037,0.072127,0.08545216,0.10292162,0.1225679,0.13986073,0.14956719,0.15352082,0.15294258,0.15784201,0.16682833,0.18172443,0.20287165,0.22688514,0.24900188,0.26654363
0.00029866464,7.008424e-05,9.311354e-06,0.00032878824,0.00043732423,0.00046749777,0.000768327,0.0020230524,0.0019993866,0.001669061,0.0022403565,0.0026744008,0.0029603338,0.0028834722,0.0028277459,0.0019495803,0.0015573218,0.0014377212,0.0022903385,0.004781447,0.008536679,0.014184469,0.022484295,0.03271608,0.04397487,0.052943863,0.06539669,0.07858993,0.09623912,0.116595894,0.13492881,0.14547287,0.14918254,0.14874855,0.15387675,0.16378516,0.18079084,0.20404185,0.22929324,0.25155473,0.26732877
0.00032945847,8.74256e-05,1.3284632e-05,0.000580607,0.001229397,0.0014674412,0.0028450517,0.005586374,0.004827962,0.0037679384,0.003962274,0.0039132265,0.003542665,0.0032121486,0.002731594,0.0014658917,0.00095652585,0.000811163,0.0013495191,0.0030325702,0.0056517026,0.009817129,0.01652043,0.025365762,0.03605725,0.044537514,0.058290154,0.07174346,0.08947083,0.10958983,0.12938525,0.14108145,0.14497235,0.14476724,0.15040568,0.16116415,0.1800837,0.20510834,0.23157535,0.25387597,0.26811162
