0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
9.515604e-05,4.53884e-06,4.1394287e-07,1.4207708e-05,3.6384347e-06,2.069401e-06,2.6322004e-06,2.8799359e-05,3.8837738e-05,4.4538647e-05,4.3589094e-05,0.0002576335,0.0017127759,0.0049500735,0.014327915,0.025640283,0.03975391,0.05030695,0.06198057,0.06903497,0.075436875,0.082491465,0.08722138,0.0947822,0.099000886,0.10564042,0.11531055,0.13253458,0.15529956,0.16774711,0.17171806,0.16855699,0.16845548,0.17411222,0.18460295,0.19522844,0.19610919,0.19649869,0.20321581,0.21962968,0.2386872
0.00010927785,5.7002326e-06,5.7866134e-07,1.868666e-05,6.2546824e-06,3.816538e-06,5.675335e-06,4.8181882e-05,7.194872e-05,9.507306e-05,0.00012923637,0.00068738684,0.0033626088,0.008146606,0.017365254,0.027021904,0.037109897,0.044461787,0.05476959,0.062645,0.06925022,0.07667214,0.08190116,0.08954913,0.09385337,0.09989111,0.108605705,0.12416273,0.14594495,0.15911958,0.16536759,0.16437484,0.16616744,0.17284487,0.18420729,0.19542429,0.19734883,0.19852498,0.20584692,0.2220961,0.24071619
0.00012829842,7.630816e-06,8.616058e-07,2.9343591e-05,1.2702999e-05,8.564132e-06,1.2618073e-05,7.932489e-05,0.00014387604,0.00023589864,0.0004555764,0.0018379837,0.0056386166,0.011053948,0.017700197,0.025041582,0.032371476,0.038412895,0.046633534,0.053560566,0.061388586,0.07008826,0.076495625,0.08430624,0.0887958,0.09441039,0.10223663,0.116246104,0.13705091,0.15083818,0.15919593,0.16027415,0.16390522,0.17157975,0.18379591,0.19559097,0.19856603,0.20054469,0.20848663,0.22456612,0.24273925
0.00015036626,1.0279725e-05,1.2907909e-06,5.1014125e-05,2.8654407e-05,2.2563769e-05,3.0282677e-05,0.00014809836,0.000317978,0.00062736706,0.001584796,0.0045663198,0.009188404,0.014819133,0.018012667,0.02330705,0.02825165,0.03317388,0.039708402,0.045842625,0.0546003,0.064037286,0.0711779,0.07843024,0.083009645,0.08844321,0.0956491,0.10858204,0.12813206,0.14258716,0.15301235,0.1562554,0.16166936,0.17031763,0.18336923,0.19572902,0.19976032,0.20255719,0.21113415,0.22703914,0.24475604
0.00018042204,1.447188e-05,2.037118e-06,9.462589e-05,7.039228e-05,6.408915e-05,0.000100333455,0.00044116942,0.0011477519,0.002270245,0.005331573,0.009802927,0.01385188,0.017218634,0.018272523,0.021572124,0.02433743,0.028208718,0.033313084,0.037701935,0.045986705,0.055198267,0.06405391,0.07237173,0.076963566,0.08196773,0.08883227,0.10117447,0.119364694,0.13450572,0.14690375,0.15231746,0.15945938,0.16905837,0.18292734,0.19583817,0.20093128,0.20456216,0.21378921,0.2295151,0.24676639
0.00021499264,2.0231693e-05,3.1451727e-06,0.0001694673,0.00018933883,0.00020130663,0.00040392837,0.0015191749,0.0036602046,0.006379801,0.0110429805,0.014135738,0.015916472,0.016813079,0.015963413,0.018165195,0.01926169,0.022267025,0.02673597,0.030245768,0.03784501,0.04637653,0.056767173,0.06649962,0.070881754,0.0755304,0.08199321,0.09384394,0.110714436,0.12660255,0.14089844,0.14843713,0.15726402,0.16780135,0.18247002,0.19591817,0.20207888,0.2065592,0.21645182,0.2319938,0.24877018
0.00025481562,2.8259748e-05,4.874658e-06,0.0003102607,0.00052751513,0.0006704597,0.0015391016,0.00424171,0.00776534,0.012190974,0.017292947,0.018307336,0.017381772,0.015951479,0.013240416,0.013746075,0.0134484535,0.01572188,0.02017442,0.023720354,0.03046787,0.03789331,0.048527524,0.059432752,0.064600796,0.06964176,0.07562023,0.08646987,0.10176627,0.11793934,0.13343373,0.14332089,0.15433016,0.16656658,0.18198822,0.1959318,0.20314841,0.20845418,0.21906234,0.23442747,0.25073895
0.00031891247,4.3573138e-05,9.210338e-06,0.00074462895,0.0016611954,0.002466144,0.0054035466,0.011064739,0.015377863,0.019951925,0.02303384,0.02105215,0.017418288,0.014479016,0.010138203,0.009377818,0.0080027785,0.00885249,0.011752573,0.015363112,0.022186447,0.030348687,0.04097864,0.0527358,0.05893421,0.06385716,0.06894517,0.077675864,0.09096978,0.10817957,0.1247394,0.13835306,0.15142472,0.16535169,0.18148251,0.19588152,0.20414351,0.21025261,0.22162436,0.23681907,0.25267464
0.00043147927,7.764517e-05,2.2223981e-05,0.0023117485,0.0059217117,0.008853403,0.015230832,0.022041015,0.023511149,0.024427664,0.024293773,0.020312218,0.015412834,0.012486971,0.0072535463,0.0061006583,0.004246573,0.0042201485,0.005594038,0.008789418,0.015179445,0.024020286,0.033384603,0.044374436,0.051798526,0.05751764,0.062026937,0.06928469,0.08057208,0.09858431,0.11604604,0.13353243,0.14856721,0.16413994,0.180962,0.19580172,0.20511186,0.21203697,0.22418812,0.23920897,0.2546009
0.00056058174,0.00012807705,4.820877e-05,0.006247068,0.017296836,0.024876129,0.032579638,0.03495255,0.030476814,0.026530642,0.02373714,0.018685784,0.013678356,0.010999302,0.0053230254,0.0041066264,0.0023724176,0.0021408438,0.0027671799,0.00506244,0.0103459535,0.018567968,0.02648004,0.03671155,0.045159273,0.051764634,0.055759385,0.06173776,0.0712669,0.089747496,0.10788256,0.12885907,0.14576045,0.16293369,0.1804266,0.19569264,0.20605396,0.21380852,0.22675498,0.24159813,0.25651833
